Certificate of Inspection,Inspection Number,Date of Occurance,Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0201561,INS-000809078,12/02/2024,BA-1534957-2022,SPEEDWAY LLC,speedway #07599,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,610,NEREID AVE,,,,BRONX,NY,10470,Bronx,212,11,2069606,2050360029,BX62,40.89962539,-73.85733427
A0201561,INS-000809078,12/02/2024,BA-1534957-2022,SPEEDWAY LLC,speedway #07599,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Single,16,16,0,Complete Address,610,NEREID AVE,,,,BRONX,NY,10470,Bronx,212,11,2069606,2050360029,BX62,40.89962539,-73.85733427
A0201239,INS-000808391,11/27/2024,BA-1124507-2022,"BOSTON RD GAS, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,2475,BOSTON RD,,,,BRONX,NY,10467,Bronx,211,13,2051312,2044310041,BX07,40.86279914,-73.86589835
A0201239,INS-000808391,11/27/2024,BA-1124507-2022,"BOSTON RD GAS, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,2475,BOSTON RD,,,,BRONX,NY,10467,Bronx,211,13,2051312,2044310041,BX07,40.86279914,-73.86589835
A0201239,INS-000808391,11/27/2024,BA-1124507-2022,"BOSTON RD GAS, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,2475,BOSTON RD,,,,BRONX,NY,10467,Bronx,211,13,2051312,2044310041,BX07,40.86279914,-73.86589835
A0201149,INS-000808098,11/27/2024,BA-1127077-2022,BOLLA OPERATING CORP.,BOLLA 1152 UTICA AVENUE C-STORE,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Blend,12,12,0,Complete Address,1152,UTICA AVE,,,,BROOKLYN,NY,11203,Brooklyn,317,45,3000000,3047600030,BK91,40.6447609,-73.92964592
A0201149,INS-000808098,11/27/2024,BA-1127077-2022,BOLLA OPERATING CORP.,BOLLA 1152 UTICA AVENUE C-STORE,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,1152,UTICA AVE,,,,BROOKLYN,NY,11203,Brooklyn,317,45,3000000,3047600030,BK91,40.6447609,-73.92964592
A0201101,INS-000805486,11/27/2024,BA-1100166-2022,BOLLA OPERATING CORP.,KINGS CATON & CONEY MOBIL,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Blend,2,2,0,Complete Address,378,CONEY ISLAND AVE,,,,BROOKLYN,NY,11218,Brooklyn,307,40,3124080,3053220080,BK40,40.64873413,-73.97154534
A0201101,INS-000805486,11/27/2024,BA-1100166-2022,BOLLA OPERATING CORP.,KINGS CATON & CONEY MOBIL,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Single,1,1,0,Complete Address,378,CONEY ISLAND AVE,,,,BROOKLYN,NY,11218,Brooklyn,307,40,3124080,3053220080,BK40,40.64873413,-73.97154534
A0200909,INS-000807768,11/26/2024,BA-1104844-2022,BAYCHESTER PETROLEUM LLC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,3804,BOSTON RD,,,,BRONX,NY,10475,Bronx,212,12,2095179,2052570001,BX13,40.88136206,-73.83845662
A0200909,INS-000807768,11/26/2024,BA-1104844-2022,BAYCHESTER PETROLEUM LLC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,12,12,0,Complete Address,3804,BOSTON RD,,,,BRONX,NY,10475,Bronx,212,12,2095179,2052570001,BX13,40.88136206,-73.83845662
A0200909,INS-000807768,11/26/2024,BA-1104844-2022,BAYCHESTER PETROLEUM LLC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,3804,BOSTON RD,,,,BRONX,NY,10475,Bronx,212,12,2095179,2052570001,BX13,40.88136206,-73.83845662
A0200726,INS-000807439,11/25/2024,BA-1107478-2022,1930 Bartow Ave Petroleum LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,1930,BARTOW AVE,,,,BRONX,NY,10469,Bronx,212,12,2088093,2048040200,BX03,40.86808766,-73.83385732
A0200726,INS-000807439,11/25/2024,BA-1107478-2022,1930 Bartow Ave Petroleum LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,12,12,0,Complete Address,1930,BARTOW AVE,,,,BRONX,NY,10469,Bronx,212,12,2088093,2048040200,BX03,40.86808766,-73.83385732
A0200726,INS-000807439,11/25/2024,BA-1107478-2022,1930 Bartow Ave Petroleum LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,1930,BARTOW AVE,,,,BRONX,NY,10469,Bronx,212,12,2088093,2048040200,BX03,40.86808766,-73.83385732
A0200734,INS-000807350,11/25/2024,BA-1234290-2022,DAF GAS CORP,,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Blend,10,10,0,Complete Address,1105,60TH ST,,,,BROOKLYN,NY,11219,Brooklyn,312,44,3141024,3057100067,BK88,40.63127255,-74.00255074
A0134302,INS-000664474,09/06/2023,BA-1549790-2022,RAY STEPHENS GAS INC. II,Conoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,1610,UTICA AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,45,3213510,3077330001,BK58,40.63317164,-73.92840795
A0134302,INS-000664474,09/06/2023,BA-1549790-2022,RAY STEPHENS GAS INC. II,Conoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,1610,UTICA AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,45,3213510,3077330001,BK58,40.63317164,-73.92840795
A0134302,INS-000664474,09/06/2023,BA-1549790-2022,RAY STEPHENS GAS INC. II,Conoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,1610,UTICA AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,45,3213510,3077330001,BK58,40.63317164,-73.92840795
A0134145,INS-000664186,09/05/2023,BA-1102819-2022,1738 GAS CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,2,2,0,Complete Address,1738,E GUN HILL RD,,FRNT,1,BRONX,NY,10469,Bronx,211,13,2053519,2044940046,BX31,40.86457612,-73.83502302
A0134145,INS-000664186,09/05/2023,BA-1102819-2022,1738 GAS CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,1738,E GUN HILL RD,,FRNT,1,BRONX,NY,10469,Bronx,211,13,2053519,2044940046,BX31,40.86457612,-73.83502302
A0133633,INS-000663353,08/30/2023,BA-1541541-2022,SSI SERVICE STATION INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,2,0,Complete Address,641,E GUN HILL RD,,,,BRONX,NY,10467,Bronx,212,12,2057273,2046420001,BX44,40.87769934,-73.86761126
A0133633,INS-000663353,08/30/2023,BA-1541541-2022,SSI SERVICE STATION INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,641,E GUN HILL RD,,,,BRONX,NY,10467,Bronx,212,12,2057273,2046420001,BX44,40.87769934,-73.86761126
A0133670,INS-000663419,08/30/2023,BA-1111170-2022,4201 WEBSTER PETROLEUM LLC,4201 Webster Petroleum LLC,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,No Fee Gas Pump,2,2,0,Complete Address,4201,WEBSTER AVE,,,,BRONX,NY,10470,Bronx,212,11,2019761,2033950080,BX62,40.89551305,-73.86348488
A0133603,INS-000663301,08/30/2023,BA-1361189-2022,"KINGS GASOLINE, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,401,E 80TH ST,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3000000,3079180001,BK50,40.64112837,-73.91948131
A0133603,INS-000663301,08/30/2023,BA-1361189-2022,"KINGS GASOLINE, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,12,12,0,Complete Address,401,E 80TH ST,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3000000,3079180001,BK50,40.64112837,-73.91948131
A0133603,INS-000663301,08/30/2023,BA-1361189-2022,"KINGS GASOLINE, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,401,E 80TH ST,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3000000,3079180001,BK50,40.64112837,-73.91948131
A0133420,INS-000662988,08/29/2023,BA-1232170-2022,CONDUIT SERVICES INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,13011,N CONDUIT AVE,,,,SOUTH OZONE PARK,NY,11420,Queens,410,28,4257406,4118640013,QN55,40.66707497,-73.80993272
A0133420,INS-000662988,08/29/2023,BA-1232170-2022,CONDUIT SERVICES INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,11,11,0,Complete Address,13011,N CONDUIT AVE,,,,SOUTH OZONE PARK,NY,11420,Queens,410,28,4257406,4118640013,QN55,40.66707497,-73.80993272
A0133457,INS-000663045,08/29/2023,BA-1356908-2022,JTE SERVICE STATION INC.,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,242,DYCKMAN ST,,,,NEW YORK,NY,10034,Manhattan,112,10,1065051,1022460065,MN35,40.86627735,-73.92816784
A0133336,INS-000662847,08/29/2023,BA-1109904-2022,86 FRIENDLY STAR INC,,Gas Station-Retail - 815,WAM - Condemned Follow-up,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,8521,7TH AVE,,,,BROOKLYN,NY,11228,Brooklyn,310,47,3153257,3060380001,BK30,40.6190289,-74.0209821
A0133266,INS-000662723,08/28/2023,BA-1462330-2022,"M.B.B. SERVICES, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,1881,E TREMONT AVE,,,,BRONX,NY,10462,Bronx,211,13,2043235,2040410001,BX37,40.84113875,-73.86426145
A0133266,INS-000662723,08/28/2023,BA-1462330-2022,"M.B.B. SERVICES, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,1881,E TREMONT AVE,,,,BRONX,NY,10462,Bronx,211,13,2043235,2040410001,BX37,40.84113875,-73.86426145
A0133224,INS-000662639,08/28/2023,BA-1437819-2022,OCEAN AUTO CENTER INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,2001,GRAVESEND NECK RD,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3200979,3073810015,BK17,40.59667488,-73.95074008
A0133224,INS-000662639,08/28/2023,BA-1437819-2022,OCEAN AUTO CENTER INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,2,2,0,Complete Address,2001,GRAVESEND NECK RD,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3200979,3073810015,BK17,40.59667488,-73.95074008
A0133226,INS-000662643,08/28/2023,BA-1666672-2023,Bolla Operating Corp.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,10,10,0,Complete Address,7108,NORTHERN BLVD,,,,JACKSON HTS,NY,11372,Queens,403,25,4028556,4012440001,QN28,40.75449537,-73.89539588
A0133226,INS-000662643,08/28/2023,BA-1666672-2023,Bolla Operating Corp.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,7108,NORTHERN BLVD,,,,JACKSON HTS,NY,11372,Queens,403,25,4028556,4012440001,QN28,40.75449537,-73.89539588
A0133236,INS-000662659,08/28/2023,BA-1096297-2022,9005 MYRTLE CORP.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,9005,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,406,32,4094997,4038830029,QN19,40.70254237,-73.85473011
A0133236,INS-000662659,08/28/2023,BA-1096297-2022,9005 MYRTLE CORP.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,9005,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,406,32,4094997,4038830029,QN19,40.70254237,-73.85473011
A0133236,INS-000662659,08/28/2023,BA-1096297-2022,9005 MYRTLE CORP.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,9005,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,406,32,4094997,4038830029,QN19,40.70254237,-73.85473011
A0133169,INS-000662541,08/28/2023,BA-1101655-2022,1981 fuel stop inc,ALLEGIANCE,Gas Station-Retail - 815,WAM - Condemned Follow-up,Gas Station,Gas Pumps,Octane Sample,1,0,1,Complete Address,1981,OCEAN AVE,,,,BROOKLYN,NY,11230,Brooklyn,314,48,3210659,3076740001,BK43,40.6139438,-73.95415625
A0133096,INS-000662406,08/25/2023,BA-1334441-2022,K.S. FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,4,Complete Address,1081,LEGGETT AVE,,,,BRONX,NY,10474,Bronx,202,17,2094342,2027360021,BX27,40.81227834,-73.89626961
A0133096,INS-000662406,08/25/2023,BA-1334441-2022,K.S. FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,7,7,0,Complete Address,1081,LEGGETT AVE,,,,BRONX,NY,10474,Bronx,202,17,2094342,2027360021,BX27,40.81227834,-73.89626961
A0133096,INS-000662406,08/25/2023,BA-1334441-2022,K.S. FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,10,10,0,Complete Address,1081,LEGGETT AVE,,,,BRONX,NY,10474,Bronx,202,17,2094342,2027360021,BX27,40.81227834,-73.89626961
A0133051,INS-000662346,08/25/2023,BA-1129276-2022,971 FOREST INC,Sunoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,971,REMSEN AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3228776,3081410053,BK50,40.64473698,-73.91097278
A0133051,INS-000662346,08/25/2023,BA-1129276-2022,971 FOREST INC,Sunoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,6,6,0,Complete Address,971,REMSEN AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3228776,3081410053,BK50,40.64473698,-73.91097278
A0133051,INS-000662346,08/25/2023,BA-1129276-2022,971 FOREST INC,Sunoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,971,REMSEN AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3228776,3081410053,BK50,40.64473698,-73.91097278
A0132726,INS-000661836,08/23/2023,BA-1113189-2022,3210 WEBSTER AVE CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,No Fee Gas Pump,2,2,0,Complete Address,3210,WEBSTER AVE,,,,BRONX,NY,10467,Bronx,207,11,2018680,2033570066,BX43,40.87311549,-73.87480145
A0132871,INS-000662074,08/24/2023,BA-1107440-2022,1267 GAS CORP.,1267 GAS CORP.,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,1267,FLATBUSH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,45,3120336,3052100028,BK95,40.63949799,-73.95463233
A0132871,INS-000662074,08/24/2023,BA-1107440-2022,1267 GAS CORP.,1267 GAS CORP.,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,1267,FLATBUSH AVE,,,,BROOKLYN,NY,11226,Brooklyn,314,45,3120336,3052100028,BK95,40.63949799,-73.95463233
A0132590,INS-000661643,08/23/2023,BA-1323069-2022,HOWARD BEACH PETROLEUM LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,16115,CROSSBAY BLVD,,,,HOWARD BEACH,NY,11414,Queens,410,32,4295649,4141890071,QN57,40.65541547,-73.83893168
A0132667,INS-000661758,08/23/2023,BA-1220225-2022,FLAT PETROLEUM INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,10804,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3231519,3082350002,BK50,40.64901944,-73.89240802
A0132667,INS-000661758,08/23/2023,BA-1220225-2022,FLAT PETROLEUM INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,12,12,0,Complete Address,10804,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3231519,3082350002,BK50,40.64901944,-73.89240802
A0132277,INS-000661082,08/21/2023,BA-1563369-2022,TUN TUN AUTO SERVICES CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,3740,BROADWAY,,,,NEW YORK,NY,10032,Manhattan,112,10,1062677,1021140001,MN36,40.83312808,-73.94554924
A0132277,INS-000661082,08/21/2023,BA-1563369-2022,TUN TUN AUTO SERVICES CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,3740,BROADWAY,,,,NEW YORK,NY,10032,Manhattan,112,10,1062677,1021140001,MN36,40.83312808,-73.94554924
A0132437,INS-000661379,08/22/2023,BA-1537969-2022,ROCKAWAY BEACH MART INC,GULF,Gas Station-Retail - 815,WAM - Condemned Follow-up,Gas Station,Gas Pumps,No Fee Gas Pump,9,9,0,Complete Address,11520,BEACH CHANNEL DR,,,,ROCKAWAY PARK,NY,11694,Queens,414,32,4303764,4161660317,QN10,40.58193005,-73.83771207
A0132437,INS-000661379,08/22/2023,BA-1537969-2022,ROCKAWAY BEACH MART INC,GULF,Gas Station-Retail - 815,WAM - Condemned Follow-up,Gas Station,Gas Pumps,Petrol Pump Single,1,1,0,Complete Address,11520,BEACH CHANNEL DR,,,,ROCKAWAY PARK,NY,11694,Queens,414,32,4303764,4161660317,QN10,40.58193005,-73.83771207
A0132212,INS-000660974,08/21/2023,BA-1248860-2022,FLUSHING PRIME AUTO INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,13717,NORTHERN BLVD,,,,FLUSHING,NY,11354,Queens,407,20,4112144,4049590028,QN22,40.76329218,-73.83066407
A0132212,INS-000660974,08/21/2023,BA-1248860-2022,FLUSHING PRIME AUTO INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,13717,NORTHERN BLVD,,,,FLUSHING,NY,11354,Queens,407,20,4112144,4049590028,QN22,40.76329218,-73.83066407
A0132030,INS-000660648,08/18/2023,BA-1161233-2022,CPG DISTRIBUTION CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,2,0,Complete Address,1121,PENNSYLVANIA AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3098072,3044130028,BK82,40.65326833,-73.8866529
A0132030,INS-000660648,08/18/2023,BA-1161233-2022,CPG DISTRIBUTION CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,1121,PENNSYLVANIA AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3098072,3044130028,BK82,40.65326833,-73.8866529
A0132030,INS-000660648,08/18/2023,BA-1161233-2022,CPG DISTRIBUTION CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Single,4,4,0,Complete Address,1121,PENNSYLVANIA AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3098072,3044130028,BK82,40.65326833,-73.8866529
A0132065,INS-000660708,08/18/2023,BA-1254861-2022,CITGO MART INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,3400,BAYCHESTER AVE,,,,BRONX,NY,10475,Bronx,212,12,2072460,2052570047,BX13,40.8791925,-73.83756508
A0132065,INS-000660708,08/18/2023,BA-1254861-2022,CITGO MART INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,3400,BAYCHESTER AVE,,,,BRONX,NY,10475,Bronx,212,12,2072460,2052570047,BX13,40.8791925,-73.83756508
A0132065,INS-000660708,08/18/2023,BA-1254861-2022,CITGO MART INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,4,4,0,Complete Address,3400,BAYCHESTER AVE,,,,BRONX,NY,10475,Bronx,212,12,2072460,2052570047,BX13,40.8791925,-73.83756508
A0131989,INS-000660598,08/18/2023,BA-1238927-2022,"FLAT GAS & MART, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,7702,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3224713,3080140001,BK50,40.63415638,-73.9153464
A0131989,INS-000660598,08/18/2023,BA-1238927-2022,"FLAT GAS & MART, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,6,6,0,Complete Address,7702,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3224713,3080140001,BK50,40.63415638,-73.9153464
A0131989,INS-000660598,08/18/2023,BA-1238927-2022,"FLAT GAS & MART, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,7702,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3224713,3080140001,BK50,40.63415638,-73.9153464
A0131726,INS-000660144,08/16/2023,BA-1457783-2022,"MAA TARA GAS, INC.",BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,No Fee Gas Pump,2,2,0,Complete Address,2350,JEROME AVE,,,,BRONX,NY,10468,Bronx,205,14,2014085,2031870018,BX40,40.85989668,-73.90295201
A0131726,INS-000660144,08/16/2023,BA-1457783-2022,"MAA TARA GAS, INC.",BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,2350,JEROME AVE,,,,BRONX,NY,10468,Bronx,205,14,2014085,2031870018,BX40,40.85989668,-73.90295201
A0131860,INS-000660367,08/17/2023,BA-1562041-2022,SPEEDCO SERVICES INC.,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,7515,NORTHERN BLVD,,,,JACKSON HEIGHTS,NY,11372,Queens,403,25,4026612,4011710036,QN28,40.75490636,-73.89164865
A0131860,INS-000660367,08/17/2023,BA-1562041-2022,SPEEDCO SERVICES INC.,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,7515,NORTHERN BLVD,,,,JACKSON HEIGHTS,NY,11372,Queens,403,25,4026612,4011710036,QN28,40.75490636,-73.89164865
A0131878,INS-000660394,08/17/2023,BA-1665625-2023,AAA ROSEDALE GAS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,2,0,Complete Address,24602,S CONDUIT AVE,,,,ROSEDALE,NY,11422,Queens,413,31,4289465,4136220005,QN05,40.66536167,-73.73238481
A0131878,INS-000660394,08/17/2023,BA-1665625-2023,AAA ROSEDALE GAS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,24602,S CONDUIT AVE,,,,ROSEDALE,NY,11422,Queens,413,31,4289465,4136220005,QN05,40.66536167,-73.73238481
A0131878,INS-000660394,08/17/2023,BA-1665625-2023,AAA ROSEDALE GAS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,24602,S CONDUIT AVE,,,,ROSEDALE,NY,11422,Queens,413,31,4289465,4136220005,QN05,40.66536167,-73.73238481
A0131513,INS-000659482,08/15/2023,BA-1566824-2022,TYRONE 32 LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,317,W 230TH ST,,,,BRONX,NY,10463,Bronx,208,11,2083211,2057120060,BX29,40.87993607,-73.9101805
A0131423,INS-000659348,08/15/2023,BA-1464325-2022,MUKTI 4711 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,6,6,0,Complete Address,4711,3RD AVE,,,,BRONX,NY,10458,Bronx,206,15,2088341,2030410050,BX01,40.85914782,-73.89114262
A0131410,INS-000659324,08/15/2023,BA-1194762-2022,FOSTER ISLAND CORPORATION,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,2,0,Complete Address,9702,FOSTER AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3229087,3081470061,BK82,40.64833392,-73.9056778
A0131410,INS-000659324,08/15/2023,BA-1194762-2022,FOSTER ISLAND CORPORATION,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,6,6,0,Complete Address,9702,FOSTER AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3229087,3081470061,BK82,40.64833392,-73.9056778
A0131410,INS-000659324,08/15/2023,BA-1194762-2022,FOSTER ISLAND CORPORATION,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,9702,FOSTER AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3229087,3081470061,BK82,40.64833392,-73.9056778
